frame,timestamp_ms,left_present,right_present,left_score,right_score,left_lm0_x,left_lm0_y,left_lm0_z,left_lm1_x,left_lm1_y,left_lm1_z,left_lm2_x,left_lm2_y,left_lm2_z,left_lm3_x,left_lm3_y,left_lm3_z,left_lm4_x,left_lm4_y,left_lm4_z,left_lm5_x,left_lm5_y,left_lm5_z,left_lm6_x,left_lm6_y,left_lm6_z,left_lm7_x,left_lm7_y,left_lm7_z,left_lm8_x,left_lm8_y,left_lm8_z,left_lm9_x,left_lm9_y,left_lm9_z,left_lm10_x,left_lm10_y,left_lm10_z,left_lm11_x,left_lm11_y,left_lm11_z,left_lm12_x,left_lm12_y,left_lm12_z,left_lm13_x,left_lm13_y,left_lm13_z,left_lm14_x,left_lm14_y,left_lm14_z,left_lm15_x,left_lm15_y,left_lm15_z,left_lm16_x,left_lm16_y,left_lm16_z,left_lm17_x,left_lm17_y,left_lm17_z,left_lm18_x,left_lm18_y,left_lm18_z,left_lm19_x,left_lm19_y,left_lm19_z,left_lm20_x,left_lm20_y,left_lm20_z,right_lm0_x,right_lm0_y,right_lm0_z,right_lm1_x,right_lm1_y,right_lm1_z,right_lm2_x,right_lm2_y,right_lm2_z,right_lm3_x,right_lm3_y,right_lm3_z,right_lm4_x,right_lm4_y,right_lm4_z,right_lm5_x,right_lm5_y,right_lm5_z,right_lm6_x,right_lm6_y,right_lm6_z,right_lm7_x,right_lm7_y,right_lm7_z,right_lm8_x,right_lm8_y,right_lm8_z,right_lm9_x,right_lm9_y,right_lm9_z,right_lm10_x,right_lm10_y,right_lm10_z,right_lm11_x,right_lm11_y,right_lm11_z,right_lm12_x,right_lm12_y,right_lm12_z,right_lm13_x,right_lm13_y,right_lm13_z,right_lm14_x,right_lm14_y,right_lm14_z,right_lm15_x,right_lm15_y,right_lm15_z,right_lm16_x,right_lm16_y,right_lm16_z,right_lm17_x,right_lm17_y,right_lm17_z,right_lm18_x,right_lm18_y,right_lm18_z,right_lm19_x,right_lm19_y,right_lm19_z,right_lm20_x,right_lm20_y,right_lm20_z
33,660,1,1,0.991447389125824,0.9969440698623657,0.6362305283546448,0.7113465070724487,-8.670681950206927e-08,0.6131832003593445,0.6770226359367371,0.0004877589817624539,0.5770730376243591,0.664983868598938,-0.0035524177365005016,0.5480203032493591,0.6756957769393921,-0.008360426872968674,0.5294944047927856,0.693041205406189,-0.01396625954657793,0.5736926198005676,0.6425800323486328,-0.008992710150778294,0.5355093479156494,0.6504064202308655,-0.01728040911257267,0.5116292834281921,0.6531762480735779,-0.022392407059669495,0.49261194467544556,0.6554734110832214,-0.026359545066952705,0.5759013295173645,0.6646048426628113,-0.014673007652163506,0.5406561493873596,0.6873399019241333,-0.025381509214639664,0.5502152442932129,0.6927540898323059,-0.026602493599057198,0.5626232028007507,0.6898552775382996,-0.02648979425430298,0.5811000466346741,0.6905888915061951,-0.019810114055871964,0.5502673983573914,0.7106687426567078,-0.02895258367061615,0.5600380301475525,0.712329089641571,-0.024062011390924454,0.5717470645904541,0.7075992226600647,-0.019556893035769463,0.5874876976013184,0.7165339589118958,-0.024815188720822334,0.5622628331184387,0.7281845808029175,-0.030043216422200203,0.5697187781333923,0.7281216979026794,-0.02542508766055107,0.580203652381897,0.7241179943084717,-0.02129046432673931,0.3205166757106781,0.6441513299942017,7.642732668955432e-08,0.3553563058376312,0.6260473132133484,0.0029228786006569862,0.3914710581302643,0.6291887760162354,-0.0025223533157259226,0.4157958924770355,0.6491044163703918,-0.009984076954424381,0.42884668707847595,0.6691174507141113,-0.017062241211533546,0.40150904655456543,0.6012150645256042,-0.009732098318636417,0.4370250701904297,0.6131082773208618,-0.018657617270946503,0.4583924412727356,0.6182603240013123,-0.024233238771557808,0.4764068126678467,0.6210408210754395,-0.028669897466897964,0.39329734444618225,0.6159502267837524,-0.018709572032094002,0.42552831768989563,0.6580848693847656,-0.02925792522728443,0.4140613377094269,0.6626385450363159,-0.02919241040945053,0.4037677049636841,0.6546007394790649,-0.028382210060954094,0.38203221559524536,0.636359691619873,-0.027098357677459717,0.4089865982532501,0.6766279935836792,-0.03228605166077614,0.39749830961227417,0.6746487617492676,-0.024300677701830864,0.3888147175312042,0.6637277603149414,-0.019251756370067596,0.36922234296798706,0.6580153703689575,-0.03605281189084053,0.3918285667896271,0.6880856156349182,-0.03490689769387245,0.38297104835510254,0.684676468372345,-0.026763200759887695,0.37412598729133606,0.673488438129425,-0.021742811426520348
34,680,1,1,0.9916380047798157,0.997056245803833,0.6371824741363525,0.7086434960365295,-8.700342846168496e-08,0.6141116619110107,0.6741936802864075,0.000597578298766166,0.5780428051948547,0.6619065403938293,-0.0034609949216246605,0.5491799116134644,0.6725077629089355,-0.008337871171534061,0.5306423902511597,0.6899245381355286,-0.014026175253093243,0.5754715800285339,0.639122724533081,-0.00893168430775404,0.5370818376541138,0.6464605927467346,-0.017183244228363037,0.5133368372917175,0.6493141651153564,-0.0222163163125515,0.494407057762146,0.6516817808151245,-0.02613258920609951,0.5778636932373047,0.6610469818115234,-0.014749656431376934,0.5421761870384216,0.6840822100639343,-0.025426605716347694,0.55142742395401,0.6895747184753418,-0.02666829340159893,0.563533365726471,0.6864153146743774,-0.026645909994840622,0.5829870700836182,0.6872256994247437,-0.020019518211483955,0.5513532757759094,0.7075590491294861,-0.029390132054686546,0.5611317157745361,0.7093127369880676,-0.024503616616129875,0.5728355050086975,0.7043943405151367,-0.0199827142059803,0.5891030430793762,0.7134894728660583,-0.025117654353380203,0.563141405582428,0.7252699136734009,-0.03065328672528267,0.5707359910011292,0.7253113389015198,-0.026013148948550224,0.5814313888549805,0.7212499976158142,-0.021829044446349144,0.3199988603591919,0.6426308155059814,8.138709972627112e-08,0.3553091585636139,0.6245182156562805,0.002635278506204486,0.39199191331863403,0.6278050541877747,-0.003100448986515403,0.41689324378967285,0.6485723853111267,-0.010911183431744576,0.4294467866420746,0.6694280505180359,-0.018261384218931198,0.40065228939056396,0.5965127348899841,-0.009464100003242493,0.4361780285835266,0.6084074974060059,-0.018504945561289787,0.4576471149921417,0.6126106977462769,-0.024183955043554306,0.4758010804653168,0.6144177317619324,-0.028764208778738976,0.39232414960861206,0.6110080480575562,-0.018536657094955444,0.4256332218647003,0.6525182127952576,-0.029539290815591812,0.41407859325408936,0.6577298045158386,-0.029799899086356163,0.40345603227615356,0.6500567197799683,-0.02907591126859188,0.3813045918941498,0.6312994360923767,-0.02707783877849579,0.40955427289009094,0.6712720394134521,-0.03275495395064354,0.39801546931266785,0.6700049638748169,-0.02497856318950653,0.38907572627067566,0.6593046188354492,-0.01988503336906433,0.368741899728775,0.6530864834785461,-0.03621826693415642,0.39255958795547485,0.6831977367401123,-0.035306867212057114,0.38376832008361816,0.6804624795913696,-0.02727494202554226,0.3745572566986084,0.6696169376373291,-0.022305849939584732
35,700,1,1,0.9913994073867798,0.9972198009490967,0.6392831206321716,0.7065722942352295,-9.734161920960105e-08,0.6165508031845093,0.6725243926048279,0.001020555617287755,0.5801196098327637,0.6616243720054626,-0.002980400575324893,0.5509090423583984,0.6733077168464661,-0.007860693149268627,0.5316159725189209,0.6896392107009888,-0.013453925959765911,0.5771746039390564,0.6358627676963806,-0.008152205497026443,0.5392008423805237,0.6434572339057922,-0.016606684774160385,0.515631914138794,0.6465007662773132,-0.021851975470781326,0.4970356225967407,0.6492630243301392,-0.025864003226161003,0.5792578458786011,0.6575127840042114,-0.014155540615320206,0.542953610420227,0.6804066896438599,-0.024785783141851425,0.5527190566062927,0.6866068243980408,-0.026003697887063026,0.5652307271957397,0.6836464405059814,-0.025927888229489326,0.5841896533966064,0.683733344078064,-0.01965416967868805,0.5526475310325623,0.7040234208106995,-0.02877863124012947,0.5628610253334045,0.7061217427253723,-0.02380853146314621,0.5745211243629456,0.7010870575904846,-0.01933656446635723,0.5902335047721863,0.7103188037872314,-0.02498399280011654,0.5646169185638428,0.7223042249679565,-0.030414285138249397,0.572321891784668,0.722763180732727,-0.02584441378712654,0.5828448534011841,0.7186369299888611,-0.021760571748018265,0.3197369873523712,0.6408191323280334,9.296213931975217e-08,0.3550664186477661,0.6226348876953125,0.002702346071600914,0.3918670415878296,0.6250900030136108,-0.003365755081176758,0.4174632728099823,0.6448365449905396,-0.01158005278557539,0.42981553077697754,0.664848268032074,-0.01937781274318695,0.39905062317848206,0.5924525856971741,-0.010049833916127682,0.43552181124687195,0.6023485064506531,-0.019421158358454704,0.4579039216041565,0.60599684715271,-0.025228604674339294,0.4768146276473999,0.6075403094291687,-0.029893312603235245,0.39092400670051575,0.6064110994338989,-0.01933053508400917,0.4256225526332855,0.6470654010772705,-0.030491258949041367,0.4140986502170563,0.6540326476097107,-0.030495110899209976,0.4034557044506073,0.6475134491920471,-0.029654640704393387,0.38017499446868896,0.6266090869903564,-0.028071654960513115,0.40993186831474304,0.6659015417098999,-0.03387003391981125,0.39839428663253784,0.665991485118866,-0.025723008438944817,0.38916268944740295,0.655937910079956,-0.020424777641892433,0.3679884672164917,0.6486006379127502,-0.03742542490363121,0.39293864369392395,0.6779202818870544,-0.03655526041984558,0.3843403160572052,0.6763181686401367,-0.028307251632213593,0.37499409914016724,0.6661359667778015,-0.023237062618136406
36,720,1,1,0.9902359247207642,0.997112512588501,0.6402578949928284,0.7067383527755737,-8.369647730432916e-08,0.6182112693786621,0.6709520816802979,0.0005409661680459976,0.5825107097625732,0.6574434041976929,-0.0035723140463232994,0.5533038973808289,0.6668349504470825,-0.00840864609926939,0.5345492959022522,0.6837124228477478,-0.014104984700679779,0.5799904465675354,0.6347690224647522,-0.00944547913968563,0.542019248008728,0.640160858631134,-0.017655450850725174,0.5184804797172546,0.6415996551513672,-0.022712726145982742,0.4996199309825897,0.6425794959068298,-0.026672543957829475,0.5815252661705017,0.6569410562515259,-0.015141627751290798,0.5453664660453796,0.6776246428489685,-0.025602851063013077,0.5544194579124451,0.6835470199584961,-0.02675780840218067,0.5668013095855713,0.6812180876731873,-0.026699461042881012,0.5859247446060181,0.6835877895355225,-0.020227914676070213,0.5544437170028687,0.7016670107841492,-0.029127711430191994,0.5641045570373535,0.7035531401634216,-0.024221401661634445,0.5759544968605042,0.6994203925132751,-0.019839264452457428,0.591458261013031,0.7102512121200562,-0.02516370825469494,0.5659104585647583,0.7203591465950012,-0.030357329174876213,0.5732476115226746,0.7206259369850159,-0.025755610316991806,0.5837947130203247,0.7172988653182983,-0.021686043590307236,0.31918248534202576,0.641850471496582,6.098430560541601e-08,0.3536284863948822,0.6216978430747986,0.0032340569887310266,0.3902362883090973,0.6215500235557556,-0.002349904039874673,0.41636115312576294,0.6392016410827637,-0.010157139040529728,0.4304245710372925,0.6581164002418518,-0.017525210976600647,0.39805173873901367,0.5892834663391113,-0.008791061118245125,0.4329138696193695,0.5958365797996521,-0.01745295524597168,0.4540422558784485,0.5965570211410522,-0.022714708000421524,0.47183629870414734,0.5953865647315979,-0.027091434225440025,0.390676885843277,0.603184163570404,-0.018230225890874863,0.42461347579956055,0.6411665678024292,-0.028976790606975555,0.412613183259964,0.6486615538597107,-0.029164118692278862,0.40167805552482605,0.6424896121025085,-0.028447680175304413,0.3805556893348694,0.6235637664794922,-0.02707323431968689,0.4098544418811798,0.6610276103019714,-0.03302336111664772,0.3977595567703247,0.6619977951049805,-0.025210103020071983,0.3884018659591675,0.6525223255157471,-0.020027825608849525,0.36883801221847534,0.6457910537719727,-0.03640773147344589,0.39372825622558594,0.674091637134552,-0.03576245531439781,0.38494873046875,0.6731716990470886,-0.027677182108163834,0.3754696547985077,0.6634665131568909,-0.02261246182024479
37,740,1,1,0.9908848404884338,0.9977443218231201,0.6411467790603638,0.7050196528434753,-9.083467489290342e-08,0.619373083114624,0.6696926355361938,0.0015473549719899893,0.5840457677841187,0.656089723110199,-0.0022199247032403946,0.5550644993782043,0.6651962399482727,-0.006893284618854523,0.5360535383224487,0.6810934543609619,-0.012382146902382374,0.5816869735717773,0.6328952312469482,-0.00856892392039299,0.5435883402824402,0.6371111273765564,-0.016551505774259567,0.5203414559364319,0.6383820176124573,-0.021315380930900574,0.501937985420227,0.6394102573394775,-0.02500935085117817,0.5834344625473022,0.65428227186203,-0.014570679515600204,0.5471163392066956,0.6745546460151672,-0.02477913908660412,0.5557520389556885,0.6810014247894287,-0.02565220557153225,0.5677559971809387,0.6791472434997559,-0.02542157657444477,0.5876563191413879,0.6803077459335327,-0.019934507086873055,0.5561224222183228,0.6991856098175049,-0.02853318862617016,0.5657133460044861,0.7010160684585571,-0.023605214431881905,0.5772916078567505,0.6967400908470154,-0.019276246428489685,0.5929877758026123,0.7062093019485474,-0.02505575120449066,0.567551851272583,0.7171428799629211,-0.030008122324943542,0.5751323103904724,0.7172935605049133,-0.0254766084253788,0.585608184337616,0.7135497331619263,-0.02150760404765606,0.3178601562976837,0.6456167697906494,6.738131475003684e-08,0.3506157398223877,0.6227518916130066,0.003227794775739312,0.3867678642272949,0.6188560724258423,-0.002529528457671404,0.4129718840122223,0.6340529322624207,-0.010530653409659863,0.42835304141044617,0.6519457697868347,-0.018068412318825722,0.39382249116897583,0.5852274894714355,-0.009913770481944084,0.42923831939697266,0.5856286287307739,-0.01991443708539009,0.4513086676597595,0.5827813148498535,-0.025951365008950233,0.469970703125,0.5791870355606079,-0.030663909390568733,0.38694778084754944,0.5994848608970642,-0.01962844841182232,0.4244859218597412,0.6366124749183655,-0.03201723098754883,0.4120959937572479,0.6443776488304138,-0.032256629317998886,0.3999854624271393,0.6385107636451721,-0.031014755368232727,0.3775719404220581,0.6205889582633972,-0.028750915080308914,0.409599244594574,0.6565461158752441,-0.03583807125687599,0.3973430395126343,0.6581103205680847,-0.027440855279564857,0.38727453351020813,0.6489211916923523,-0.0213903971016407,0.3666221797466278,0.6438283324241638,-0.038368310779333115,0.393381804227829,0.6707739233970642,-0.038251444697380066,0.38427045941352844,0.6704690456390381,-0.029581589624285698,0.3743937611579895,0.6608511209487915,-0.02381674386560917
38,760,1,1,0.990662157535553,0.9977596402168274,0.6420928835868835,0.7041137218475342,-9.867990513612312e-08,0.6214677691459656,0.6688079833984375,0.0015984219498932362,0.5864832997322083,0.6534452438354492,-0.001978368265554309,0.5575533509254456,0.6606380343437195,-0.006402233149856329,0.5383104085922241,0.6754468679428101,-0.01166558638215065,0.5841917395591736,0.629574179649353,-0.00868258811533451,0.5466315746307373,0.6331529021263123,-0.016209298744797707,0.5239017009735107,0.6345205903053284,-0.020712509751319885,0.5059773325920105,0.6351895332336426,-0.024301111698150635,0.5856646299362183,0.6516591906547546,-0.01468968391418457,0.5478905439376831,0.6706900000572205,-0.02441716566681862,0.5550637245178223,0.6780380606651306,-0.02533118799328804,0.5666194558143616,0.6775735020637512,-0.025244008749723434,0.5895757079124451,0.6781965494155884,-0.01998230256140232,0.5572123527526855,0.6963082551956177,-0.028431307524442673,0.5667166113853455,0.6982839703559875,-0.023753294721245766,0.5786848068237305,0.6947991847991943,-0.01963856630027294,0.5946916937828064,0.7043079137802124,-0.02499273605644703,0.5683398246765137,0.7146462202072144,-0.030116476118564606,0.5760316252708435,0.7148252129554749,-0.025754326954483986,0.5870615243911743,0.711440920829773,-0.021911324933171272,0.316500723361969,0.651484489440918,6.290744636316958e-08,0.35020917654037476,0.6265689730644226,0.0028861919417977333,0.38706955313682556,0.620631217956543,-0.0035542023833841085,0.41549786925315857,0.6345393061637878,-0.01227591559290886,0.4324040412902832,0.6520244479179382,-0.02047034539282322,0.38899335265159607,0.5838343501091003,-0.00998622551560402,0.4226257801055908,0.5772674679756165,-0.019886095076799393,0.4436184763908386,0.5700854659080505,-0.025896485894918442,0.46127432584762573,0.5637651085853577,-0.03070896863937378,0.38281285762786865,0.5981156826019287,-0.019886275753378868,0.4220219552516937,0.6308009624481201,-0.032289061695337296,0.4113072156906128,0.6421019434928894,-0.03278544545173645,0.4001735746860504,0.6392900347709656,-0.031828176230192184,0.37460580468177795,0.6197482943534851,-0.029240500181913376,0.40892675518989563,0.6529814600944519,-0.03629310801625252,0.3974144458770752,0.6567692160606384,-0.027771318331360817,0.3871270716190338,0.6491302251815796,-0.021729597821831703,0.36513879895210266,0.6437996029853821,-0.03918410465121269,0.39414820075035095,0.6686028242111206,-0.03894643858075142,0.385547399520874,0.6703911423683167,-0.03014686331152916,0.3753962516784668,0.6625993847846985,-0.02440926991403103
39,780,1,1,0.9915313124656677,0.9973491430282593,0.6435936689376831,0.7034544944763184,-9.772929132623176e-08,0.6230819225311279,0.6675752997398376,0.0013228304451331496,0.5889278054237366,0.6516391634941101,-0.0020899137016385794,0.5599973797798157,0.658462405204773,-0.006401948165148497,0.539830207824707,0.6719239354133606,-0.011493097059428692,0.5864580273628235,0.6270359754562378,-0.006808565463870764,0.5504212379455566,0.6295449137687683,-0.014020152390003204,0.5280827283859253,0.6293019652366638,-0.01850815862417221,0.5104961395263672,0.6292487978935242,-0.022126339375972748,0.5870644450187683,0.6488972902297974,-0.012549778446555138,0.5507838129997253,0.668124794960022,-0.02188592404127121,0.5592029690742493,0.6749325394630432,-0.022939644753932953,0.570971667766571,0.6738759279251099,-0.023028703406453133,0.5901986956596375,0.6753617525100708,-0.017752686515450478,0.5587924718856812,0.6929465532302856,-0.02622283063828945,0.5681238770484924,0.6953895688056946,-0.02168375626206398,0.5795024037361145,0.692192792892456,-0.017641838639974594,0.5944939851760864,0.7020249366760254,-0.022703679278492928,0.5688902139663696,0.71177738904953,-0.02790464088320732,0.5764575600624084,0.7124660015106201,-0.023585747927427292,0.5869863629341125,0.7096152305603027,-0.01970665156841278,0.3168790638446808,0.6588982343673706,6.818287090482045e-08,0.3500073254108429,0.6312729716300964,0.0030046722386032343,0.3852471709251404,0.6217069625854492,-0.0036690905690193176,0.4135645925998688,0.6334006786346436,-0.012705924920737743,0.43115729093551636,0.6506407856941223,-0.02122355066239834,0.38432934880256653,0.5850388407707214,-0.010281272232532501,0.4156784117221832,0.5728563070297241,-0.02051021344959736,0.43499329686164856,0.5619874000549316,-0.02665802091360092,0.45146894454956055,0.5530709624290466,-0.03153478726744652,0.3785318434238434,0.5993712544441223,-0.020377736538648605,0.4198513925075531,0.6260654926300049,-0.0327431820333004,0.4113902449607849,0.6398738622665405,-0.03321807458996773,0.4014551639556885,0.6406853199005127,-0.032320864498615265,0.37125319242477417,0.6212745308876038,-0.02995801903307438,0.4069831967353821,0.6511747241020203,-0.037115950137376785,0.39590445160865784,0.6557815074920654,-0.02871294878423214,0.385180801153183,0.6493875980377197,-0.02275359444320202,0.36294475197792053,0.6459150314331055,-0.04012143984436989,0.3924141526222229,0.6676296591758728,-0.03988714888691902,0.3838893473148346,0.6698830127716064,-0.031147675588726997,0.37342914938926697,0.6627225875854492,-0.02552150934934616
40,800,1,1,0.9930953979492188,0.9954974055290222,0.6444235444068909,0.7006170749664307,-8.99371954687922e-08,0.6246468424797058,0.6651156544685364,0.001220228150486946,0.5904794931411743,0.6492643356323242,-0.002464746590703726,0.5614752173423767,0.6565407514572144,-0.006972120609134436,0.5414139032363892,0.6695694923400879,-0.012222353368997574,0.5884015560150146,0.6246858239173889,-0.00798720307648182,0.5513210296630859,0.6258566379547119,-0.015785736963152885,0.5287765860557556,0.6251974105834961,-0.02035105973482132,0.5113332271575928,0.6250123977661133,-0.023822175338864326,0.5890665650367737,0.6464784741401672,-0.013717112131416798,0.5521600842475891,0.6649678349494934,-0.023671677336096764,0.5607531070709229,0.6723518371582031,-0.02451648935675621,0.5727401971817017,0.6711924076080322,-0.024246633052825928,0.5919977426528931,0.6728845238685608,-0.018907932564616203,0.5601310729980469,0.6901471614837646,-0.02783847600221634,0.5696423053741455,0.6931492686271667,-0.023109205067157745,0.5809763073921204,0.6896169185638428,-0.01876366138458252,0.5960489511489868,0.6994140148162842,-0.02383141964673996,0.5707624554634094,0.7083617448806763,-0.029289543628692627,0.5787162780761719,0.7094647884368896,-0.02489972859621048,0.5892146229743958,0.7065978646278381,-0.020867299288511276,0.31728214025497437,0.6686220169067383,7.280547720256436e-08,0.3497368097305298,0.6390014886856079,0.0025235083885490894,0.3822322189807892,0.6258436441421509,-0.004241971764713526,0.40924426913261414,0.6344632506370544,-0.013460200279951096,0.4269621670246124,0.6509408354759216,-0.022221781313419342,0.3788904547691345,0.5894402265548706,-0.009915387257933617,0.4066833555698395,0.5737016797065735,-0.02064328081905842,0.4238448739051819,0.5598000884056091,-0.027546782046556473,0.4384114742279053,0.5482982993125916,-0.03286271542310715,0.3725373148918152,0.6037551164627075,-0.01982780545949936,0.4138960838317871,0.6243096590042114,-0.03288106620311737,0.4087042212486267,0.6387693881988525,-0.03452196344733238,0.40053802728652954,0.6419838070869446,-0.03427208587527275,0.36544328927993774,0.6256664991378784,-0.029313232749700546,0.4020119607448578,0.6519393920898438,-0.037360839545726776,0.3920077681541443,0.657251238822937,-0.03008182905614376,0.3812861740589142,0.6526432633399963,-0.02439686469733715,0.3575931787490845,0.650752067565918,-0.039415083825588226,0.38843241333961487,0.6701722145080566,-0.040048643946647644,0.38137492537498474,0.6729329228401184,-0.03199721872806549,0.371074914932251,0.6669885516166687,-0.026501569896936417
41,820,1,1,0.9930634498596191,0.9960486888885498,0.6455307602882385,0.7004926800727844,-8.68941896214892e-08,0.6266858577728271,0.6645597815513611,0.0010098563507199287,0.5929675698280334,0.6475881934165955,-0.0028214489575475454,0.5637542605400085,0.6538024544715881,-0.007464336231350899,0.54302579164505,0.6661311388015747,-0.012885977514088154,0.5906053781509399,0.6218487024307251,-0.00848658662289381,0.5532969236373901,0.6212251782417297,-0.016367150470614433,0.5301844477653503,0.6192365288734436,-0.02096283622086048,0.5120473504066467,0.6178231239318848,-0.02456127665936947,0.5910459756851196,0.6434791088104248,-0.01435901876538992,0.5536243915557861,0.660680890083313,-0.0244655329734087,0.5622199773788452,0.6683506369590759,-0.025350699201226234,0.5742291212081909,0.6671804189682007,-0.025146156549453735,0.5938344597816467,0.6701701879501343,-0.019662242382764816,0.5614944100379944,0.6861144304275513,-0.02892957255244255,0.5711330771446228,0.6893797516822815,-0.02399945631623268,0.5825116038322449,0.685872495174408,-0.01952318660914898,0.5976315140724182,0.6971995830535889,-0.024705296382308006,0.5717858076095581,0.7051310539245605,-0.030647089704871178,0.5799117088317871,0.7065697312355042,-0.026094919070601463,0.5905658602714539,0.704098641872406,-0.02187967672944069,0.3194218873977661,0.6816821694374084,1.5880384296451666e-07,0.3511382043361664,0.6510515809059143,0.002804496791213751,0.3802395164966583,0.6359874606132507,-0.005289341323077679,0.40406957268714905,0.6406230330467224,-0.016069069504737854,0.41797348856925964,0.6556383967399597,-0.02693922445178032,0.37466609477996826,0.5982282757759094,-0.013974733650684357,0.401075154542923,0.5782714486122131,-0.02618015743792057,0.41838550567626953,0.5622947216033936,-0.03448320925235748,0.4326225221157074,0.5497656464576721,-0.04083622246980667,0.3663824200630188,0.6107250452041626,-0.02427942492067814,0.4063091576099396,0.6311809420585632,-0.03728781268000603,0.41223567724227905,0.6475489139556885,-0.0392436720430851,0.41349124908447266,0.6542312502861023,-0.040322884917259216,0.35771772265434265,0.6324678659439087,-0.03389818221330643,0.39533156156539917,0.6595358848571777,-0.041949689388275146,0.38720500469207764,0.6642870903015137,-0.03455979749560356,0.3763073682785034,0.6600645780563354,-0.029496150091290474,0.3491935431957245,0.6581102609634399,-0.04415033757686615,0.380592405796051,0.6770011782646179,-0.04601789638400078,0.37598592042922974,0.6799359917640686,-0.03817232325673103,0.3666314482688904,0.6751183867454529,-0.03276284411549568
42,840,1,1,0.9927514791488647,0.9934210181236267,0.646734893321991,0.6998047232627869,-9.096488895465882e-08,0.6283814907073975,0.6630631685256958,0.0015659319469705224,0.5945179462432861,0.6445924639701843,-0.0019781950395554304,0.5653749108314514,0.6502450108528137,-0.006399678532034159,0.5448243618011475,0.662422776222229,-0.011687347665429115,0.5931462049484253,0.6185513734817505,-0.008457432501018047,0.5554990172386169,0.616640567779541,-0.015907617285847664,0.5325661897659302,0.6136617064476013,-0.020259380340576172,0.5144460201263428,0.6109337210655212,-0.02377418987452984,0.5930831432342529,0.640278697013855,-0.01444939523935318,0.5551297664642334,0.6562588810920715,-0.023975683376193047,0.563199520111084,0.6646432280540466,-0.024642180651426315,0.575099527835846,0.6643354892730713,-0.0244727935642004,0.5952104926109314,0.6671478748321533,-0.019759735092520714,0.561834990978241,0.6819360852241516,-0.028396284207701683,0.5715128183364868,0.6858037114143372,-0.02342943660914898,0.5832206606864929,0.6830679178237915,-0.019161628559231758,0.5985395312309265,0.6942220330238342,-0.024771369993686676,0.5721759796142578,0.700861394405365,-0.03037627786397934,0.5802964568138123,0.7026077508926392,-0.02576516568660736,0.5913679599761963,0.7008397579193115,-0.021625785157084465,0.31955695152282715,0.6957672834396362,1.0512978576571186e-07,0.3552592098712921,0.6650848388671875,0.0008122004801407456,0.38508832454681396,0.6499519348144531,-0.006727574858814478,0.40691545605659485,0.6545040607452393,-0.016876425594091415,0.4134407341480255,0.6707298159599304,-0.0270085409283638,0.3718583583831787,0.610929548740387,-0.00997699424624443,0.39555349946022034,0.5931636691093445,-0.0204787515103817,0.4099065661430359,0.5784093141555786,-0.028274796903133392,0.4224044978618622,0.5664803981781006,-0.03459080308675766,0.3612825870513916,0.6248061656951904,-0.019293226301670074,0.3982391655445099,0.6458545327186584,-0.032221853733062744,0.39943113923072815,0.6583036184310913,-0.03497401624917984,0.39626213908195496,0.6617941856384277,-0.03633546456694603,0.35114988684654236,0.6463624835014343,-0.02849508263170719,0.38789287209510803,0.6731027960777283,-0.03639261797070503,0.38081613183021545,0.6752969026565552,-0.031249914318323135,0.37080761790275574,0.6708415150642395,-0.02754385396838188,0.34163299202919006,0.6709054708480835,-0.038645368069410324,0.37234750390052795,0.6894931793212891,-0.040107764303684235,0.3688541352748871,0.6909012198448181,-0.03413539379835129,0.35940268635749817,0.6864606142044067,-0.030240241438150406
