frame,timestamp_ms,left_present,right_present,left_score,right_score,left_lm0_x,left_lm0_y,left_lm0_z,left_lm1_x,left_lm1_y,left_lm1_z,left_lm2_x,left_lm2_y,left_lm2_z,left_lm3_x,left_lm3_y,left_lm3_z,left_lm4_x,left_lm4_y,left_lm4_z,left_lm5_x,left_lm5_y,left_lm5_z,left_lm6_x,left_lm6_y,left_lm6_z,left_lm7_x,left_lm7_y,left_lm7_z,left_lm8_x,left_lm8_y,left_lm8_z,left_lm9_x,left_lm9_y,left_lm9_z,left_lm10_x,left_lm10_y,left_lm10_z,left_lm11_x,left_lm11_y,left_lm11_z,left_lm12_x,left_lm12_y,left_lm12_z,left_lm13_x,left_lm13_y,left_lm13_z,left_lm14_x,left_lm14_y,left_lm14_z,left_lm15_x,left_lm15_y,left_lm15_z,left_lm16_x,left_lm16_y,left_lm16_z,left_lm17_x,left_lm17_y,left_lm17_z,left_lm18_x,left_lm18_y,left_lm18_z,left_lm19_x,left_lm19_y,left_lm19_z,left_lm20_x,left_lm20_y,left_lm20_z,right_lm0_x,right_lm0_y,right_lm0_z,right_lm1_x,right_lm1_y,right_lm1_z,right_lm2_x,right_lm2_y,right_lm2_z,right_lm3_x,right_lm3_y,right_lm3_z,right_lm4_x,right_lm4_y,right_lm4_z,right_lm5_x,right_lm5_y,right_lm5_z,right_lm6_x,right_lm6_y,right_lm6_z,right_lm7_x,right_lm7_y,right_lm7_z,right_lm8_x,right_lm8_y,right_lm8_z,right_lm9_x,right_lm9_y,right_lm9_z,right_lm10_x,right_lm10_y,right_lm10_z,right_lm11_x,right_lm11_y,right_lm11_z,right_lm12_x,right_lm12_y,right_lm12_z,right_lm13_x,right_lm13_y,right_lm13_z,right_lm14_x,right_lm14_y,right_lm14_z,right_lm15_x,right_lm15_y,right_lm15_z,right_lm16_x,right_lm16_y,right_lm16_z,right_lm17_x,right_lm17_y,right_lm17_z,right_lm18_x,right_lm18_y,right_lm18_z,right_lm19_x,right_lm19_y,right_lm19_z,right_lm20_x,right_lm20_y,right_lm20_z
53,1060,1,1,0.9882718324661255,0.9970396757125854,0.6563126444816589,0.7163630723953247,-9.473816930949397e-08,0.6386164426803589,0.6772769689559937,0.0015801192494109273,0.6069323420524597,0.6543221473693848,-0.0033245671074837446,0.5778300762176514,0.656571626663208,-0.00915676448494196,0.5585436224937439,0.6683219075202942,-0.015855081379413605,0.6130595803260803,0.6285808682441711,-0.009335934184491634,0.5744166970252991,0.6254948377609253,-0.018063733354210854,0.5492927432060242,0.6235101222991943,-0.023519242182374,0.5300576090812683,0.6213923692703247,-0.02794904261827469,0.6132857203483582,0.6509537696838379,-0.016620386391878128,0.5693382620811462,0.6612058281898499,-0.027693605050444603,0.5771312117576599,0.6705397367477417,-0.02936256118118763,0.5906805396080017,0.6708415150642395,-0.02978171594440937,0.6142165660858154,0.6785561442375183,-0.023184791207313538,0.5752092003822327,0.6891922950744629,-0.03348309546709061,0.5849111676216125,0.6942030191421509,-0.028771499171853065,0.598545491695404,0.6914142966270447,-0.024310573935508728,0.615422248840332,0.7070671319961548,-0.02939663454890251,0.5847204923629761,0.7112188339233398,-0.03599429130554199,0.5930036902427673,0.7140548229217529,-0.031187772750854492,0.6057314276695251,0.7123429179191589,-0.02685990184545517,0.35133177042007446,0.7110674381256104,6.792411255673869e-08,0.3826727271080017,0.7018578052520752,0.002712337067350745,0.4134664535522461,0.7201014757156372,0.00011168440687470138,0.4296775460243225,0.7449332475662231,-0.0035592757631093264,0.43749165534973145,0.7672444581985474,-0.007070992141962051,0.4279606342315674,0.7150951027870178,-0.008655785582959652,0.45728158950805664,0.7460795044898987,-0.01599075272679329,0.47578883171081543,0.7654136419296265,-0.019631288945674896,0.49102717638015747,0.780930757522583,-0.02200166881084442,0.41749298572540283,0.7326853275299072,-0.015203150920569897,0.44099223613739014,0.7768347263336182,-0.02475239895284176,0.4305824637413025,0.7716882824897766,-0.023619426414370537,0.4205304980278015,0.7577173709869385,-0.02044685184955597,0.4030064642429352,0.7510409355163574,-0.021032806485891342,0.42183542251586914,0.7872371673583984,-0.025794457644224167,0.4123675525188446,0.7800090909004211,-0.017629018053412437,0.40410763025283813,0.7678869366645813,-0.010861434042453766,0.38713961839675903,0.7669890522956848,-0.027078894898295403,0.40353429317474365,0.7934369444847107,-0.02615530416369438,0.39613598585128784,0.7858260273933411,-0.017837179824709892,0.3887998163700104,0.7749852538108826,-0.011590041220188141
54,1080,1,1,0.9906906485557556,0.9976614713668823,0.6563047170639038,0.7187637090682983,-9.392548605546835e-08,0.6379172801971436,0.6806182861328125,0.001950716832652688,0.6055417656898499,0.65964674949646,-0.0031280028633773327,0.5767590999603271,0.663357675075531,-0.009123694151639938,0.5580395460128784,0.6752815246582031,-0.015977004542946815,0.6108257174491882,0.6332169771194458,-0.009390736930072308,0.5730975270271301,0.6325375437736511,-0.01796559989452362,0.5488861203193665,0.6320396661758423,-0.023574795573949814,0.5304076671600342,0.631507158279419,-0.028207074850797653,0.6117895841598511,0.6563377380371094,-0.016919147223234177,0.5690994262695312,0.6680657267570496,-0.02745920978486538,0.5773480534553528,0.6762340664863586,-0.029074275866150856,0.5906694531440735,0.6755381226539612,-0.02982458472251892,0.6136221289634705,0.6845145225524902,-0.023694835603237152,0.5751680731773376,0.6955099105834961,-0.03339793160557747,0.5849525332450867,0.6996058225631714,-0.028540410101413727,0.5981906056404114,0.6960975527763367,-0.02438264898955822,0.615906298160553,0.7132740020751953,-0.030105074867606163,0.5853373408317566,0.717509925365448,-0.03649616241455078,0.5934262871742249,0.719596266746521,-0.03170214593410492,0.6057917475700378,0.7173388004302979,-0.027610676363110542,0.35031676292419434,0.7029229402542114,4.791695573658217e-08,0.38190343976020813,0.6862339377403259,0.003802746534347534,0.4151298999786377,0.6991209983825684,0.0019507977413013577,0.43379345536231995,0.7210462093353271,-0.0012159496545791626,0.44385457038879395,0.7420773506164551,-0.004294781479984522,0.4309314787387848,0.6918385624885559,-0.007367034908384085,0.46388453245162964,0.7166271805763245,-0.013438406400382519,0.48393672704696655,0.7318471670150757,-0.01601814478635788,0.5003142952919006,0.7431731820106506,-0.017645753920078278,0.4227777123451233,0.7117117643356323,-0.013952469453215599,0.4497866928577423,0.7503073215484619,-0.021558696404099464,0.43940043449401855,0.7474916577339172,-0.01975366473197937,0.4287034869194031,0.7358511090278625,-0.016671525314450264,0.41036707162857056,0.7325942516326904,-0.019706951454281807,0.4325079023838043,0.7638784050941467,-0.02299363911151886,0.4227999448776245,0.7586991786956787,-0.014956852421164513,0.41348183155059814,0.7480159997940063,-0.008841346018016338,0.39655131101608276,0.7509578466415405,-0.02558666467666626,0.41527289152145386,0.7736968994140625,-0.02341981790959835,0.40719443559646606,0.7679232954978943,-0.014981432817876339,0.3987428545951843,0.7579790353775024,-0.009027582593262196
55,1100,1,1,0.9902040958404541,0.9980704188346863,0.6550267934799194,0.7227138876914978,-9.24488716691485e-08,0.6377524137496948,0.685272753238678,0.0013502845540642738,0.6059626936912537,0.6654843091964722,-0.003785089123994112,0.5774238705635071,0.6686288118362427,-0.00963487010449171,0.5580377578735352,0.6765417456626892,-0.016200996935367584,0.6102071404457092,0.6391263008117676,-0.010219325311481953,0.5731011033058167,0.6381446719169617,-0.018993601202964783,0.5492216348648071,0.6376328468322754,-0.024662813171744347,0.5307571291923523,0.6373355984687805,-0.029194550588726997,0.6106160879135132,0.6621716022491455,-0.01710793748497963,0.5690746903419495,0.6747662425041199,-0.02749123051762581,0.5780169367790222,0.6817024350166321,-0.028832389041781425,0.5916374325752258,0.6801097989082336,-0.029400257393717766,0.6122937202453613,0.6899961829185486,-0.023267844691872597,0.5748802423477173,0.7007232904434204,-0.03273109719157219,0.5844411253929138,0.7044004797935486,-0.027385933324694633,0.5973008275032043,0.7012248039245605,-0.02294943667948246,0.6145048141479492,0.7184986472129822,-0.029143737629055977,0.5850515961647034,0.7225886583328247,-0.03551948070526123,0.5930392146110535,0.7243544459342957,-0.03061770461499691,0.6051054000854492,0.7224891185760498,-0.026359617710113525,0.34948593378067017,0.6964408159255981,3.026820039053746e-08,0.3802057206630707,0.6734032034873962,0.0051206136122345924,0.41445156931877136,0.6782594323158264,0.003835107432678342,0.4346316158771515,0.6953538656234741,0.0007323542959056795,0.44598644971847534,0.7145135998725891,-0.002373854396864772,0.431603342294693,0.6697818636894226,-0.00403651874512434,0.4658413827419281,0.6862751245498657,-0.00944078341126442,0.48690861463546753,0.6973783373832703,-0.012008167803287506,0.5041247010231018,0.7052618861198425,-0.013817223720252514,0.42626380920410156,0.6914311647415161,-0.011281643062829971,0.4551979899406433,0.7238420248031616,-0.018492016941308975,0.4439994692802429,0.7225618958473206,-0.01700245961546898,0.4313753843307495,0.7123442888259888,-0.014185274951159954,0.4161934554576874,0.7148036360740662,-0.017748961225152016,0.4400249123573303,0.7406536340713501,-0.02067093551158905,0.4296395480632782,0.7376753091812134,-0.01297499518841505,0.4189542233943939,0.7289132475852966,-0.0072221914306283,0.4042794108390808,0.7359094619750977,-0.024294044822454453,0.4242442548274994,0.7534297108650208,-0.021650146692991257,0.4153147339820862,0.7497522234916687,-0.013221384957432747,0.40582916140556335,0.7420409917831421,-0.007348674349486828
56,1120,1,1,0.9911580085754395,0.9975177645683289,0.6532993316650391,0.7259196639060974,-8.856359556830284e-08,0.6365423202514648,0.688626766204834,0.0008068679017014802,0.6038087010383606,0.668830156326294,-0.004171875771135092,0.5746515393257141,0.6735928058624268,-0.009675223380327225,0.5551693439483643,0.6843746304512024,-0.015855852514505386,0.6079562902450562,0.6434763073921204,-0.010091259144246578,0.570838212966919,0.6434901356697083,-0.018659889698028564,0.5475838780403137,0.6435478925704956,-0.02405194193124771,0.5295906066894531,0.6436603665351868,-0.02836480364203453,0.6082968711853027,0.6662725806236267,-0.016553988680243492,0.567288339138031,0.6794620156288147,-0.02704126015305519,0.5764913558959961,0.6867384910583496,-0.028437785804271698,0.5899102091789246,0.6854293942451477,-0.02884635329246521,0.6099259853363037,0.6937381625175476,-0.022344771772623062,0.5733318328857422,0.7056728601455688,-0.03190968930721283,0.5834289789199829,0.709335446357727,-0.026911305263638496,0.5960572361946106,0.7060248851776123,-0.0225493386387825,0.6120834350585938,0.7218198776245117,-0.027861477807164192,0.5830003023147583,0.7267811894416809,-0.034239109605550766,0.591357946395874,0.7288245558738708,-0.02956126444041729,0.6031147241592407,0.7268708944320679,-0.025433272123336792,0.3483482301235199,0.6928380131721497,3.619293309498062e-08,0.3783024549484253,0.6650623679161072,0.0022346721962094307,0.4140934944152832,0.6633477210998535,-0.0003792133938986808,0.4384273290634155,0.6766406893730164,-0.004385211039334536,0.45351943373680115,0.6938043236732483,-0.00786326453089714,0.4274700880050659,0.6509667038917542,-0.005321304313838482,0.4640082120895386,0.6601993441581726,-0.01201903261244297,0.4865398406982422,0.6671891808509827,-0.015635766088962555,0.504889726638794,0.6716158390045166,-0.018161676824092865,0.4240654408931732,0.6736392378807068,-0.011709911748766899,0.45626217126846313,0.7016255855560303,-0.02103409916162491,0.4448450207710266,0.7030503749847412,-0.020832154899835587,0.4315490424633026,0.6949915289878845,-0.01847030222415924,0.417100191116333,0.6985770463943481,-0.01763330027461052,0.44282808899879456,0.7203534245491028,-0.022416476160287857,0.43215394020080566,0.7190719246864319,-0.015164104290306568,0.4211460053920746,0.711639940738678,-0.00916579831391573,0.40830323100090027,0.7213942408561707,-0.02391219139099121,0.43000614643096924,0.7360281348228455,-0.02249053493142128,0.4206310212612152,0.7337924838066101,-0.01426728442311287,0.41015467047691345,0.7273356318473816,-0.00817811954766512
57,1140,1,1,0.9901074171066284,0.9973191618919373,0.6512942314147949,0.7276293635368347,-8.091451064728972e-08,0.6344625353813171,0.6909247040748596,0.0005101903807371855,0.6019501090049744,0.6716423034667969,-0.004751784261316061,0.5731551051139832,0.6764886379241943,-0.01048927754163742,0.5532887578010559,0.6863081455230713,-0.016923164948821068,0.6058283448219299,0.6462243795394897,-0.011542348191142082,0.5669931173324585,0.6466041803359985,-0.020678427070379257,0.5424107313156128,0.6470229625701904,-0.02635742537677288,0.5231615304946899,0.6476306319236755,-0.03080560266971588,0.6064296960830688,0.669582188129425,-0.017994482070207596,0.5650714635848999,0.6831645965576172,-0.02921191044151783,0.5748403072357178,0.689825713634491,-0.030772365629673004,0.5887405872344971,0.6879594326019287,-0.031114576384425163,0.6083911061286926,0.6972901821136475,-0.023712841793894768,0.5716471076011658,0.7094536423683167,-0.033603522926568985,0.5820709466934204,0.7129423022270203,-0.028359247371554375,0.5949495434761047,0.7093838453292847,-0.023734867572784424,0.610938549041748,0.7255165576934814,-0.029192304238677025,0.5813242793083191,0.7304901480674744,-0.035712603479623795,0.589893639087677,0.7325924634933472,-0.030778074637055397,0.6017951369285583,0.7305408120155334,-0.02637774683535099,0.3460595905780792,0.692421019077301,2.735801807318694e-08,0.3723386228084564,0.659391462802887,0.0014523064019158483,0.4076095521450043,0.6517143249511719,-0.0010938452323898673,0.43349897861480713,0.6608880758285522,-0.004983872640877962,0.4501311182975769,0.6763884425163269,-0.008227823302149773,0.42238855361938477,0.6365571022033691,-0.004852354060858488,0.46013346314430237,0.6403116583824158,-0.01099833007901907,0.4829762279987335,0.6429970264434814,-0.01424964889883995,0.5009357929229736,0.6437629461288452,-0.016536585986614227,0.42132312059402466,0.6601047515869141,-0.010633961297571659,0.4539160132408142,0.6816043853759766,-0.019476531073451042,0.44244226813316345,0.6840381026268005,-0.019442979246377945,0.42918846011161804,0.6783074140548706,-0.017324920743703842,0.41690587997436523,0.6864280104637146,-0.01600615121424198,0.4429973363876343,0.7028223872184753,-0.020857175812125206,0.4317103326320648,0.7028704881668091,-0.014023798517882824,0.4202212989330292,0.6978033185005188,-0.00828539114445448,0.4100983738899231,0.7103575468063354,-0.02176961675286293,0.431192010641098,0.7209711074829102,-0.020546533167362213,0.4222615361213684,0.7198346853256226,-0.012716355733573437,0.41176772117614746,0.715354859828949,-0.006737889256328344
58,1160,1,1,0.9893309473991394,0.9978421926498413,0.6496456861495972,0.7293655276298523,-8.719758426423141e-08,0.6321378946304321,0.6929706931114197,0.0008450578898191452,0.599433422088623,0.6741704940795898,-0.00431854696944356,0.5705243349075317,0.6793051362037659,-0.01005818322300911,0.5505435466766357,0.6896756291389465,-0.016524938866496086,0.6040197014808655,0.648579478263855,-0.011103617027401924,0.5650772452354431,0.6486873030662537,-0.020332062616944313,0.5403954386711121,0.6495053768157959,-0.02604532614350319,0.5212716460227966,0.6507172584533691,-0.03043084591627121,0.6046619415283203,0.671676516532898,-0.017751500010490417,0.5627457499504089,0.6850860118865967,-0.028962578624486923,0.5722180604934692,0.6920986175537109,-0.030644357204437256,0.586271345615387,0.6905412077903748,-0.03104136697947979,0.6066910624504089,0.6991587281227112,-0.023654960095882416,0.5694305896759033,0.7116243839263916,-0.03368182107806206,0.5796568393707275,0.7155205011367798,-0.02858659438788891,0.5928095579147339,0.7121685743331909,-0.023980921134352684,0.6091126203536987,0.7275032997131348,-0.029266679659485817,0.5790451169013977,0.733043909072876,-0.03589712455868721,0.5873789191246033,0.7351720929145813,-0.03105454333126545,0.5995261669158936,0.7330204248428345,-0.026679769158363342,0.3432319462299347,0.6914781332015991,2.9712740712284358e-08,0.36759158968925476,0.655419111251831,0.0029004239477217197,0.40231382846832275,0.6448385119438171,0.0008549022022634745,0.4277956187725067,0.6520774364471436,-0.0027660897467285395,0.4429585337638855,0.6677253842353821,-0.006101642269641161,0.41696226596832275,0.6295979619026184,-0.005129832308739424,0.45617640018463135,0.629889190196991,-0.010320066474378109,0.4796791672706604,0.629111647605896,-0.012741226702928543,0.4980078935623169,0.6277431845664978,-0.014517657458782196,0.4177211821079254,0.6543776988983154,-0.011231751181185246,0.45047223567962646,0.6709853410720825,-0.018865274265408516,0.4393264353275299,0.6731994152069092,-0.017863506451249123,0.42507320642471313,0.6696917414665222,-0.015229753218591213,0.4150107502937317,0.6813890337944031,-0.016615301370620728,0.4410817325115204,0.6946732401847839,-0.019370121881365776,0.4306698143482208,0.6945911049842834,-0.011891374364495277,0.4186249077320099,0.6905331015586853,-0.006298485212028027,0.4095938503742218,0.7054929733276367,-0.022399764508008957,0.42963647842407227,0.714256763458252,-0.019076231867074966,0.4210388660430908,0.712960422039032,-0.010717855766415596,0.41089069843292236,0.7090562582015991,-0.004749427083879709
59,1180,1,1,0.9890667796134949,0.9978328943252563,0.6475499272346497,0.7297818660736084,-8.056687050839173e-08,0.6302062273025513,0.6936530470848083,0.0005043931887485087,0.5968843102455139,0.6753882765769958,-0.0047975946217775345,0.5674685835838318,0.68128502368927,-0.01057206466794014,0.5473781228065491,0.692520022392273,-0.017119137570261955,0.6009289622306824,0.6512197256088257,-0.011862441897392273,0.5616576671600342,0.6510701179504395,-0.021162379533052444,0.5371726155281067,0.6515817642211914,-0.026884159073233604,0.5181262493133545,0.6524786353111267,-0.03127514198422432,0.6018295288085938,0.674599289894104,-0.01840277574956417,0.5598675608634949,0.687274694442749,-0.029775528237223625,0.5694853663444519,0.6939534544944763,-0.03140983730554581,0.583604097366333,0.6925796270370483,-0.03172435238957405,0.6043821573257446,0.7022274732589722,-0.02418341487646103,0.5669570565223694,0.7136980295181274,-0.03429235517978668,0.5772455930709839,0.7171549201011658,-0.029103247448801994,0.5904114842414856,0.7140878438949585,-0.024411026388406754,0.6073505878448486,0.7304389476776123,-0.029694348573684692,0.5771127939224243,0.7351426482200623,-0.03645258769392967,0.5853103399276733,0.7368531227111816,-0.031617894768714905,0.5973153710365295,0.7349609732627869,-0.02724851854145527,0.34002912044525146,0.6931505799293518,1.7949579600440302e-08,0.36370861530303955,0.6547046303749084,0.0017710221000015736,0.39818015694618225,0.6413657665252686,-0.0008353587472811341,0.42536619305610657,0.6464558839797974,-0.004777254071086645,0.4420842230319977,0.661099910736084,-0.008215794339776039,0.41058310866355896,0.6276021003723145,-0.0060032145120203495,0.44918522238731384,0.625576376914978,-0.011616917327046394,0.47202005982398987,0.6237684488296509,-0.014231408014893532,0.48954784870147705,0.6215916275978088,-0.016105758026242256,0.41192883253097534,0.6531190276145935,-0.011868397705256939,0.44626766443252563,0.6665520071983337,-0.020381297916173935,0.4351085424423218,0.669415295124054,-0.01975519023835659,0.420632541179657,0.6669712066650391,-0.017176304012537003,0.4100527763366699,0.6809350252151489,-0.017101556062698364,0.4378114640712738,0.6902487277984619,-0.021050279960036278,0.42680102586746216,0.690872848033905,-0.013580546714365482,0.4143267273902893,0.6882827877998352,-0.007649811916053295,0.40553516149520874,0.7058260440826416,-0.022742165252566338,0.4267991781234741,0.7110521197319031,-0.02027077041566372,0.4180077612400055,0.7101279497146606,-0.01184909325093031,0.4074379503726959,0.7080119252204895,-0.005663455463945866
60,1200,1,1,0.9885319471359253,0.9980868697166443,0.6455931067466736,0.7330843210220337,-7.761747866652513e-08,0.6287969350814819,0.6965230107307434,-0.0003843262675218284,0.5956002473831177,0.6771233081817627,-0.005730430595576763,0.5659663081169128,0.6825613379478455,-0.011293244548141956,0.5459272861480713,0.6942658424377441,-0.017533905804157257,0.5997328758239746,0.6525046229362488,-0.012277700006961823,0.5606397986412048,0.6527504920959473,-0.021452682092785835,0.5359335541725159,0.6529351472854614,-0.026930855587124825,0.5165403485298157,0.6530990600585938,-0.031178312376141548,0.6000093221664429,0.6756831407546997,-0.018331075087189674,0.5576498508453369,0.6890919208526611,-0.029836930334568024,0.5669106841087341,0.6960461735725403,-0.03143446892499924,0.5808623433113098,0.6948628425598145,-0.03155786916613579,0.6019163727760315,0.7033160328865051,-0.023661289364099503,0.5647672414779663,0.7154607772827148,-0.0342441163957119,0.5749223232269287,0.7192206978797913,-0.029124366119503975,0.5879245400428772,0.7164956331253052,-0.024211330339312553,0.6042336225509644,0.7317692637443542,-0.028756290674209595,0.5749626755714417,0.7366024851799011,-0.035888224840164185,0.5834595561027527,0.7385661602020264,-0.031153930351138115,0.5954386591911316,0.7368876338005066,-0.026688944548368454,0.33569595217704773,0.6945316791534424,2.5831978334167616e-08,0.35904625058174133,0.6567097306251526,0.0011751033598557115,0.3937685191631317,0.6430016756057739,-0.0018378406530246139,0.4210716784000397,0.6472113132476807,-0.006043697707355022,0.43886837363243103,0.660018801689148,-0.009677614085376263,0.4053057134151459,0.6298028826713562,-0.006775812711566687,0.4431856870651245,0.6265273094177246,-0.013051578775048256,0.46589258313179016,0.6242828369140625,-0.016203774139285088,0.48386693000793457,0.62212073802948,-0.01843961887061596,0.40647637844085693,0.6548014879226685,-0.012740169651806355,0.4432244300842285,0.6672425866127014,-0.022569308057427406,0.43184128403663635,0.6700683236122131,-0.022695302963256836,0.41706594824790955,0.6679515838623047,-0.020218288525938988,0.4047260582447052,0.6824060082435608,-0.018082622438669205,0.4343187212944031,0.6920148134231567,-0.022885698825120926,0.4232369065284729,0.6921617388725281,-0.015770411118865013,0.41099148988723755,0.6896415948867798,-0.009735611267387867,0.4004516005516052,0.7075834274291992,-0.023868685588240623,0.42275160551071167,0.7128397226333618,-0.0218863096088171,0.41386523842811584,0.7115455865859985,-0.013743826188147068,0.4033944308757782,0.709596574306488,-0.007635750342160463
61,1220,1,1,0.9888071417808533,0.9981375932693481,0.6440346240997314,0.733739972114563,-7.444014471502669e-08,0.6270894408226013,0.6971273422241211,-4.883176734438166e-05,0.5936590433120728,0.6785744428634644,-0.005462628789246082,0.5641700625419617,0.6847871541976929,-0.011230939999222755,0.54380202293396,0.6954969763755798,-0.017702866345643997,0.5977119207382202,0.6537123918533325,-0.012284127064049244,0.5581745505332947,0.6540935635566711,-0.021394679322838783,0.5336765050888062,0.654623806476593,-0.026887938380241394,0.5144963264465332,0.6548899412155151,-0.031184377148747444,0.59805828332901,0.6772518754005432,-0.018460795283317566,0.555448591709137,0.6901382803916931,-0.02993551827967167,0.5649279356002808,0.6967642307281494,-0.03154643625020981,0.5789989233016968,0.6950891613960266,-0.031726762652397156,0.6000575423240662,0.7049591541290283,-0.023879805579781532,0.5624886155128479,0.7168700098991394,-0.03393740952014923,0.5728021264076233,0.7201563119888306,-0.028746267780661583,0.5858807563781738,0.716664731502533,-0.023998774588108063,0.6026486158370972,0.7332059741020203,-0.029083454981446266,0.5727785229682922,0.7380608320236206,-0.035808682441711426,0.5812743306159973,0.7397741675376892,-0.03103075549006462,0.5933423638343811,0.7377166748046875,-0.026655560359358788,0.33358457684516907,0.6992204785346985,2.701687407125064e-08,0.35577037930488586,0.6601932048797607,0.001028374768793583,0.39084869623184204,0.647242546081543,-0.0022364440374076366,0.4190588593482971,0.6523200869560242,-0.0064451321959495544,0.4380720555782318,0.664169192314148,-0.010159285739064217,0.40178531408309937,0.634947657585144,-0.008479256182909012,0.4403051435947418,0.6309584975242615,-0.014933696016669273,0.46377095580101013,0.629175066947937,-0.01813207007944584,0.4826396405696869,0.6273124814033508,-0.020380640402436256,0.40368613600730896,0.6607613563537598,-0.014019351452589035,0.44038474559783936,0.6728704571723938,-0.023620257154107094,0.4287184178829193,0.6759592294692993,-0.0235756803303957,0.4136320650577545,0.6736283302307129,-0.02116205543279648,0.40255260467529297,0.6885872483253479,-0.018772559240460396,0.4317164123058319,0.6966525316238403,-0.023136615753173828,0.42057323455810547,0.6972998976707458,-0.015555224381387234,0.40816614031791687,0.6950137615203857,-0.009384939447045326,0.39867261052131653,0.7132835388183594,-0.023948470130562782,0.4208719730377197,0.7171908020973206,-0.02162020094692707,0.4118514955043793,0.7160911560058594,-0.013086064718663692,0.4012450873851776,0.7142412662506104,-0.006792580243200064
62,1240,1,1,0.9906902313232422,0.9979850053787231,0.6429964900016785,0.7351025938987732,-8.037336129973482e-08,0.6261708736419678,0.6981621980667114,-0.00014508837193716317,0.5927147269248962,0.6796443462371826,-0.00546752754598856,0.5629101395606995,0.6847025156021118,-0.011155148968100548,0.5423998236656189,0.6954834461212158,-0.017538709565997124,0.596226155757904,0.6543027758598328,-0.011646763421595097,0.5574150681495667,0.654783308506012,-0.02089443989098072,0.5328372716903687,0.6547715663909912,-0.026536433026194572,0.513530433177948,0.6546051502227783,-0.03093854710459709,0.5966419577598572,0.6774258613586426,-0.01786743476986885,0.5543821454048157,0.6915380954742432,-0.029549896717071533,0.5637226104736328,0.6981721520423889,-0.03132355958223343,0.5776252150535583,0.6968173980712891,-0.03158263489603996,0.5987234711647034,0.7050400972366333,-0.023408686742186546,0.5618625283241272,0.7179547548294067,-0.034133169800043106,0.5723339915275574,0.7214880585670471,-0.029145672917366028,0.5853367447853088,0.7184442281723022,-0.02432652935385704,0.6013323068618774,0.7333651185035706,-0.028711052611470222,0.5716630220413208,0.7390844821929932,-0.035968512296676636,0.580397367477417,0.7410193085670471,-0.03136632964015007,0.5923746824264526,0.7389492988586426,-0.0269915871322155,0.33186882734298706,0.7021095156669617,2.547781718931219e-08,0.35481327772140503,0.6643815636634827,0.000791503640357405,0.3900282084941864,0.6523183584213257,-0.002794267376884818,0.4185180962085724,0.6577897071838379,-0.007334716618061066,0.4377344250679016,0.6689572334289551,-0.011350752785801888,0.3994269073009491,0.6398064494132996,-0.008734897710382938,0.43834802508354187,0.6370675563812256,-0.01538982056081295,0.46209537982940674,0.635581910610199,-0.01872151531279087,0.4810492694377899,0.6338886022567749,-0.021072208881378174,0.4006386399269104,0.6654958724975586,-0.014378518797457218,0.437422513961792,0.6781978607177734,-0.024624334648251534,0.42558810114860535,0.6810926198959351,-0.024834061041474342,0.41031113266944885,0.6785876750946045,-0.022524090483784676,0.3992304801940918,0.6933037042617798,-0.019268115982413292,0.42983317375183105,0.7016041278839111,-0.024274727329611778,0.4186200797557831,0.7022623419761658,-0.016678769141435623,0.4060463011264801,0.7001904845237732,-0.010381235741078854,0.39538881182670593,0.7180101275444031,-0.024577761068940163,0.41909676790237427,0.7222837209701538,-0.02285395935177803,0.4100019335746765,0.7211939096450806,-0.014459148049354553,0.39931628108024597,0.7197459936141968,-0.008201753720641136
